TimeStamp,RAW_TP9,RAW_FP1,RAW_FP2,RAW_TP10
2015-11-09 07:27:51,832.36005,857.0347,832.36005,824.13513
2015-11-09 07:27:51,830.7151,858.67975,832.36005,827.4251
2015-11-09 07:27:51,832.36005,850.45483,837.295,832.36005
2015-11-09 07:27:51,837.295,852.0998,835.65,827.4251
2015-11-09 07:27:51,837.295,855.3898,837.295,820.8452
2015-11-09 07:27:51,840.58496,852.0998,838.94,819.2002
2015-11-09 07:27:51,834.005,857.0347,838.94,814.26526
2015-11-09 07:27:51,837.295,858.67975,838.94,809.3303
2015-11-09 07:27:51,837.295,850.45483,838.94,817.55524
2015-11-09 07:27:51,829.07007,855.3898,840.58496,807.68536
2015-11-09 07:27:51,834.005,855.3898,840.58496,814.26526
2015-11-09 07:27:51,820.8452,850.45483,840.58496,819.2002
2015-11-09 07:27:51,814.26526,857.0347,842.2299,809.3303
2015-11-09 07:27:51,827.4251,852.0998,842.2299,815.9103
2015-11-09 07:27:51,832.36005,857.0347,840.58496,814.26526
2015-11-09 07:27:51,838.94,855.3898,838.94,824.13513
2015-11-09 07:27:51,838.94,861.9697,838.94,810.9753
2015-11-09 07:27:51,838.94,860.3247,840.58496,822.4902
2015-11-09 07:27:51,837.295,855.3898,840.58496,827.4251
2015-11-09 07:27:51,847.16486,850.45483,843.87494,830.7151
2015-11-09 07:27:51,837.295,852.0998,842.2299,832.36005
2015-11-09 07:27:51,838.94,857.0347,842.2299,822.4902
2015-11-09 07:27:51,840.58496,857.0347,840.58496,815.9103
2015-11-09 07:27:51,845.5199,861.9697,840.58496,814.26526
2015-11-09 07:27:51,857.0347,855.3898,840.58496,824.13513
2015-11-09 07:27:51,852.0998,860.3247,840.58496,814.26526
2015-11-09 07:27:51,850.45483,860.3247,843.87494,825.78015
2015-11-09 07:27:51,843.87494,858.67975,842.2299,830.7151
2015-11-09 07:27:51,830.7151,855.3898,843.87494,830.7151
2015-11-09 07:27:51,827.4251,853.7448,840.58496,834.005
2015-11-09 07:27:51,834.005,858.67975,837.295,832.36005
2015-11-09 07:27:51,837.295,853.7448,835.65,830.7151
2015-11-09 07:27:51,838.94,857.0347,835.65,827.4251
2015-11-09 07:27:51,847.16486,853.7448,835.65,825.78015
2015-11-09 07:27:51,852.0998,858.67975,834.005,814.26526
2015-11-09 07:27:51,858.67975,855.3898,835.65,825.78015
2015-11-09 07:27:51,855.3898,861.9697,834.005,820.8452
2015-11-09 07:27:51,853.7448,860.3247,834.005,824.13513
2015-11-09 07:27:51,845.5199,858.67975,832.36005,822.4902
2015-11-09 07:27:51,850.45483,865.25964,829.07007,815.9103
2015-11-09 07:27:51,853.7448,857.0347,832.36005,825.78015
2015-11-09 07:27:51,850.45483,860.3247,830.7151,825.78015
2015-11-09 07:27:51,855.3898,857.0347,834.005,829.07007
2015-11-09 07:27:51,853.7448,857.0347,832.36005,820.8452
2015-11-09 07:27:51,850.45483,860.3247,830.7151,820.8452
2015-11-09 07:27:51,850.45483,857.0347,832.36005,822.4902
2015-11-09 07:27:51,848.8099,853.7448,832.36005,825.78015
2015-11-09 07:27:51,855.3898,850.45483,832.36005,834.005
2015-11-09 07:27:51,855.3898,850.45483,832.36005,829.07007
2015-11-09 07:27:51,855.3898,850.45483,829.07007,827.4251
2015-11-09 07:27:51,848.8099,857.0347,829.07007,825.78015
2015-11-09 07:27:51,850.45483,850.45483,832.36005,835.65
2015-11-09 07:27:51,843.87494,853.7448,832.36005,830.7151
2015-11-09 07:27:51,843.87494,857.0347,834.005,825.78015
2015-11-09 07:27:51,847.16486,858.67975,832.36005,824.13513
2015-11-09 07:27:51,852.0998,861.9697,830.7151,824.13513
2015-11-09 07:27:51,855.3898,858.67975,832.36005,830.7151
2015-11-09 07:27:51,848.8099,865.25964,830.7151,824.13513
2015-11-09 07:27:51,860.3247,858.67975,829.07007,824.13513
2015-11-09 07:27:51,858.67975,861.9697,827.4251,812.6203
2015-11-09 07:27:51,866.90466,866.90466,827.4251,810.9753
2015-11-09 07:27:51,858.67975,860.3247,832.36005,817.55524
2015-11-09 07:27:51,842.2299,858.67975,830.7151,822.4902
2015-11-09 07:27:51,840.58496,857.0347,829.07007,820.8452
2015-11-09 07:27:51,845.5199,860.3247,829.07007,817.55524
2015-11-09 07:27:51,855.3898,858.67975,830.7151,822.4902
2015-11-09 07:27:51,857.0347,860.3247,830.7151,815.9103
2015-11-09 07:27:51,853.7448,852.0998,834.005,824.13513
2015-11-09 07:27:51,848.8099,853.7448,832.36005,817.55524
2015-11-09 07:27:51,850.45483,855.3898,830.7151,819.2002
2015-11-09 07:27:51,853.7448,860.3247,830.7151,822.4902
2015-11-09 07:27:51,853.7448,863.6147,834.005,825.78015
2015-11-09 07:27:51,848.8099,860.3247,830.7151,822.4902
2015-11-09 07:27:51,838.94,857.0347,832.36005,820.8452
2015-11-09 07:27:51,834.005,857.0347,830.7151,815.9103
2015-11-09 07:27:51,834.005,850.45483,829.07007,820.8452
2015-11-09 07:27:51,835.65,857.0347,830.7151,807.68536
2015-11-09 07:27:51,843.87494,853.7448,832.36005,817.55524
2015-11-09 07:27:51,837.295,858.67975,830.7151,812.6203
2015-11-09 07:27:51,837.295,861.9697,832.36005,810.9753
2015-11-09 07:27:52,840.58496,861.9697,837.295,820.8452
2015-11-09 07:27:52,840.58496,860.3247,842.2299,817.55524
2015-11-09 07:27:52,847.16486,860.3247,840.58496,827.4251
2015-11-09 07:27:52,848.8099,866.90466,837.295,824.13513
2015-11-09 07:27:52,842.2299,863.6147,837.295,814.26526
2015-11-09 07:27:52,832.36005,860.3247,834.005,809.3303
2015-11-09 07:27:52,820.8452,860.3247,835.65,804.3954
2015-11-09 07:27:52,814.26526,858.67975,832.36005,799.46045
